query,gt_attr_count,qmeans_attr_count,gt_attributes,qmeans_attributes,matched_key_count,key_match_rate_%,matched_keys,matched_key_priorities,value_match_count,value_match_rate_%,matched_values_detail,value_mismatch_detail,missing_gt_keys,missing_key_priorities,extra_qmeans_keys,extra_qmeans_key_count,critical_missing_key,assessment
Eaton Orbital Motor,1,2,brand=Eaton,brand=eaton; motor type=orbital,1,100.0,brand,brand(P1),1,100.0,brand: GT=Eaton | QM=eaton,(none),(none),(none),(none),0,(none),PERFECT_MATCH
automatic gate motor,1,2,usage=gate,automation grade=automatic; usage=gate,1,100.0,usage,usage(P9),1,100.0,usage: GT=gate | QM=gate,(none),(none),(none),automation grade=automatic,1,(none),PERFECT_MATCH
Door Motor .,1,1,usage=door,usage=door,1,100.0,usage,usage(P9),1,100.0,usage: GT=door | QM=door,(none),(none),(none),(none),0,(none),PERFECT_MATCH
23a paramoon motor starter,2,3,product_type=motor starter; current=23 A,current=23a; usage=motor starter; brand=paramoon,1,50.0,current,current(P10),0,0.0,(none),current: GT=23 A | QM=23a,product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
electrical motor for boats,1,2,product_type=motor,usage=boats; power source=electrical,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),power source=electrical,1,product_type(P6),NO_KEY_MATCH
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,4,4,brand=Siemens; power=0.75 KW; motor_type=servo motor; model_number=1FK2104-5AF00-1SB0,power=0.75 kw; model name/number=1fk2104-5af00-1sb0; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=0.75 KW | QM=0.75 kw; model_number: GT=1FK2104-5AF00-1SB0 | QM=1fk2104-5af00-1sb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
"Absolute Shaft Encoder, Series ENA 8 / 13",1,2,product_type=encoder,encoder type=absolute; model name/number=series ena 8 / 13,0,0.0,(none),(none),0,0.0,(none),(none),product_type=encoder,product_type(P6),encoder type=absolute,1,product_type(P6),NO_KEY_MATCH
Permanent Magnet. tech,0,2,(empty),material=magnet.; magnets type=permanent,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),magnets type=permanent,1,(none),NO_GT_ATTRIBUTES
INVT Servo Motor,1,2,motor_type=servo motor,brand=invt; type=servo,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
1.5 KW Halcyon Three Phase Induction Motor,3,4,power=1.5 KW; phase=three phase; motor_type=induction motor,rated power=1.5 kw; brand=halcyon; motor type=induction motor; no of phase=three phase,3,100.0,power; phase; motor_type,power(P3); phase(P7); motor_type(P2),3,100.0,power: GT=1.5 KW | QM=1.5 kw; phase: GT=three phase | QM=three phase; motor_type: GT=induction motor | QM=induction motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
5 sliding piece 800 kg Gate Motor,1,4,usage=gate,set contains=5; weight capacity=800 kg; usage=gate; open style=sliding,1,100.0,usage,usage(P9),1,100.0,usage: GT=gate | QM=gate,(none),(none),(none),set contains=5; weight capacity=800 kg; open style=sliding,3,(none),PERFECT_MATCH
Synchronous Transformer,1,0,motor_type=synchronous motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=synchronous motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
FHP Motor,1,1,product_type=motor,part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
5HP Single Phase Buffing Machine Motor,2,3,power=5 HP; phase=single phase,power=5hp; product=buffing machine motor; phase=single phase,2,100.0,power; phase,power(P3); phase(P7),1,50.0,phase: GT=single phase | QM=single phase,power: GT=5 HP | QM=5hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Motor Brakes,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
1hp three phase ac vibration motor,3,3,power=1 HP; phase=three phase; motor_type=vibratory motor,power=1hp; motor type=ac vibration motor; phase=three phase,3,100.0,power; phase; motor_type,power(P3); phase(P7); motor_type(P2),1,33.3,phase: GT=three phase | QM=three phase,power: GT=1 HP | QM=1hp; motor_type: GT=vibratory motor | QM=ac vibration motor,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Explosion Proof Motors,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Aei/Marathon Motor Brush Holder,1,1,product_type=motor,motor part type=brush holder,1,100.0,product_type,product_type(P6),0,0.0,(none),product_type: GT=motor | QM=brush holder,(none),(none),(none),0,(none),PARTIAL_MATCH
75 Hp Induction Motor,2,2,power=75 HP; motor_type=induction motor,rated power=75 hp; motor type=induction,2,100.0,power; motor_type,power(P3); motor_type(P2),2,100.0,power: GT=75 HP | QM=75 hp; motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Squirrel Cage Motors,1,1,motor_type=squirrel cage motor,motor type=squirrel cage,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=squirrel cage motor | QM=squirrel cage,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Pneumatic Diaphragm Actuator,1,2,product_type=actuator,actuator type=diaphragm; power source=pneumatic,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),actuator type=diaphragm; power source=pneumatic,2,product_type(P6),NO_KEY_MATCH
3 phase motor starter oil free,2,2,phase=three phase; product_type=motor starter,phase=3 phase; usage=motor starter,1,50.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
3 phase motor starter near jodhpur oil free,2,2,phase=three phase; product_type=motor starter,phase=3 phase; usage=motor starter,1,50.0,phase,phase(P7),0,0.0,(none),phase: GT=three phase | QM=3 phase,product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,2,4,power=3000 W; motor_type=BLDC motor,wheel size=12 inch; power=3000w; motor type=dc; usage=scooter,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=BLDC motor | QM=dc,power: GT=3000 W | QM=3000w,(none),(none),wheel size=12 inch,1,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
helical geared motor 2hp,2,2,power=2 HP; motor_type=helical geared motor,power=2hp; motor type=helical,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=helical geared motor | QM=helical,power: GT=2 HP | QM=2hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
helical geared motor 2hp near hyderabad,2,2,power=2 HP; motor_type=helical geared motor,power=2hp; motor type=helical,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=helical geared motor | QM=helical,power: GT=2 HP | QM=2hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
deep electricals vibrator motor,1,2,product_type=motor,brand=deep electricals; product=vibrator motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=vibrator motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Single Phase Digital Motor Starter,2,3,phase=single phase; product_type=motor starter,display type=digital; usage=motor starter; phase=single phase,1,50.0,phase,phase(P7),1,50.0,phase: GT=single phase | QM=single phase,(none),product_type=motor starter,product_type(P6),display type=digital,1,product_type(P6),PARTIAL_MATCH
motor starter spark,1,1,product_type=motor starter,usage=motor starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Copper Carbon Brush For Slipring Motor,2,3,motor_type=slip ring motor; material=copper,motor part type=brush; material=copper; usage=slipring motor,1,50.0,material,material(P16),1,50.0,material: GT=copper | QM=copper,(none),motor_type=slip ring motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
750 rpm 1 0.18 kw marathon electric motor,2,3,power=0.18 KW; speed=750 RPM,power=0.18 kw; speed=750 rpm; brand=marathon,2,100.0,power; speed,power(P3); speed(P8),2,100.0,power: GT=0.18 KW | QM=0.18 kw; speed: GT=750 RPM | QM=750 rpm,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Moving Magnetic Linear Motor,1,1,product_type=motor,motor type=linear,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Abb Used Ac Motors,2,3,brand=ABB; motor_type=AC motor,brand=abb; motor type=ac; condition=used,2,100.0,brand; motor_type,brand(P1); motor_type(P2),2,100.0,brand: GT=ABB | QM=abb; motor_type: GT=AC motor | QM=ac,(none),(none),(none),condition=used,1,(none),PERFECT_MATCH
5 In 1 Magic Brush,1,1,product_type=carbon brush,features=5 in 1,0,0.0,(none),(none),0,0.0,(none),(none),product_type=carbon brush,product_type(P6),features=5 in 1,1,product_type(P6),NO_KEY_MATCH
Bonfiglioli A Series Gear Motor,1,3,motor_type=geared motor,series=a series; brand=bonfiglioli; motor type=gear motor,1,100.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=geared motor | QM=gear motor,(none),(none),(none),0,(none),PARTIAL_MATCH
Industrial Electric Motor,1,2,product_type=motor,power source=electric; usage=industrial,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),power source=electric,1,product_type(P6),NO_KEY_MATCH
High Speed Motor,1,2,product_type=motor,speed=high speed; part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
"7.5 kw 10 hp havells induction motor, 1440 rpm",5,4,brand=Havells; power=10 HP; power_kw=7.5 KW; speed=1440 RPM; motor_type=induction motor,speed=1440 rpm; rated power=7.5 kw; brand=havells; motor type=induction,4,80.0,brand; power; speed; motor_type,brand(P1); power(P3); speed(P8); motor_type(P2),3,60.0,brand: GT=Havells | QM=havells; speed: GT=1440 RPM | QM=1440 rpm; motor_type: GT=induction motor | QM=induction,power: GT=10 HP | QM=7.5 kw,power_kw=7.5 KW,power_kw(P20),(none),0,power_kw(P20),PARTIAL_MATCH
Industrial%20Motors,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Industrial%20Electric Motor,1,1,product_type=motor,usage=industrial%20electric,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,1,2,power=1.2 KW,output power=1.2kw; model name/number=1fk7 1fk7043-4ch7,1,100.0,power,power(P3),0,0.0,(none),power: GT=1.2 KW | QM=1.2kw,(none),(none),(none),0,(none),PARTIAL_MATCH
electric motorized actuator,1,2,product_type=actuator,power source=electric; actuator type=motorized,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),power source=electric; actuator type=motorized,2,product_type(P6),NO_KEY_MATCH
armature of stanley sc-16,1,3,product_type=armature,type of power tool=armature; model number=sc-16; brand=stanley,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
high power dc water motors project,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
high power dc water motors for project near badlapur,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
150HP 960 RPM ELECTRIC MOTOR,2,2,power=150 HP; speed=960 RPM,power=150hp; speed=960 rpm,2,100.0,power; speed,power(P3); speed(P8),1,50.0,speed: GT=960 RPM | QM=960 rpm,power: GT=150 HP | QM=150hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
30HP 960 RPM ELECTRIC MOTOR,2,1,power=30 HP; speed=960 RPM,motor hp=30hp,1,50.0,power,power(P3),0,0.0,(none),power: GT=30 HP | QM=30hp,speed=960 RPM,speed(P8),(none),0,speed(P8),PARTIAL_MATCH
600 kg sliding gate motor,1,2,usage=sliding gate,weight capacity=600 kg; usage=sliding gate,1,100.0,usage,usage(P9),1,100.0,usage: GT=sliding gate | QM=sliding gate,(none),(none),(none),weight capacity=600 kg,1,(none),PERFECT_MATCH
75HP Face Mounted Motor Marathon,2,2,power=75 HP; mounting=face mounted,power=75hp; brand=marathon,1,50.0,power,power(P3),0,0.0,(none),power: GT=75 HP | QM=75hp,mounting=face mounted,mounting(P11),(none),0,mounting(P11),PARTIAL_MATCH
high power dc motors,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Switch Reluctance Motor,1,1,product_type=motor,motor type=reluctance motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Tower Fan Motor,1,2,usage=tower fan,part type=motor; usage=tower fan,1,100.0,usage,usage(P9),1,100.0,usage: GT=tower fan | QM=tower fan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
315 KW 1450 RPM ELECTEIC MOTOR,2,2,power=315 KW; speed=1450 RPM,speed=1450 rpm; power=315 kw,2,100.0,power; speed,power(P3); speed(P8),2,100.0,power: GT=315 KW | QM=315 kw; speed: GT=1450 RPM | QM=1450 rpm,(none),(none),(none),(none),0,(none),PERFECT_MATCH
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,1,2,motor_type=synchronous motor,model name/number=1fk7 1fk7081-3bf71-1qb1; motor type=synchronous,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=synchronous motor | QM=synchronous,(none),(none),(none),(none),0,(none),PERFECT_MATCH
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,1,2,motor_type=synchronous motor,model name/number=1fk7 1fk7081-3bf71-1rh1; motor type=synchronous,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=synchronous motor | QM=synchronous,(none),(none),(none),(none),0,(none),PERFECT_MATCH
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,4,4,power=1 HP; power_kw=0.75 KW; phase=three phase; speed=1440 RPM,power=1; speed=1440 rpm; brand=sew; phase=three phase,3,75.0,power; phase; speed,power(P3); phase(P7); speed(P8),3,75.0,power: GT=1 HP | QM=1; phase: GT=three phase | QM=three phase; speed: GT=1440 RPM | QM=1440 rpm,(none),power_kw=0.75 KW,power_kw(P20),(none),0,power_kw(P20),PARTIAL_MATCH
3 HP 3 Phase Induction Motor 100%copper Winding,4,2,power=3 HP; phase=three phase; motor_type=induction motor; material=copper,rated power=3 hp 3; motor type=induction,2,50.0,power; motor_type,power(P3); motor_type(P2),2,50.0,power: GT=3 HP | QM=3 hp 3; motor_type: GT=induction motor | QM=induction,(none),phase=three phase; material=copper,phase(P7); material(P16),(none),0,phase(P7),PARTIAL_MATCH
Refrigerator Motor,1,2,product_type=motor,part type=motor; usage=refrigerator,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
220hp 960 rpm ELECTRIC MOTOR,2,2,power=220 HP; speed=960 RPM,power=220hp; speed=960 rpm,2,100.0,power; speed,power(P3); speed(P8),1,50.0,speed: GT=960 RPM | QM=960 rpm,power: GT=220 HP | QM=220hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,1,2,motor_type=synchronous motor,model name/number=1fk7- 1fk7103-3bc71-1qa1; motor type=synchronous,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=synchronous motor | QM=synchronous,(none),(none),(none),(none),0,(none),PERFECT_MATCH
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,1,2,motor_type=synchronous motor,model name/number=1fk7 1fk7103-2ac71-1rh1; motor type=synchronous,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=synchronous motor | QM=synchronous,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Face Mounted Motor marathon 75hp,2,3,power=75 HP; mounting=face mounted,power=75hp; mounting type=face; brand=marathon,2,100.0,power; mounting,power(P3); mounting(P11),1,50.0,mounting: GT=face mounted | QM=face,power: GT=75 HP | QM=75hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Solenoid Switches,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Linear Motor,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
200KW Flange Induction Motor,2,3,power=200 KW; motor_type=induction motor,rated power=200kw; mounting type=flange; motor type=induction motor,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=induction motor | QM=induction motor,power: GT=200 KW | QM=200kw,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
valve positioner,1,1,product_type=valve positioner,usage=valve,0,0.0,(none),(none),0,0.0,(none),(none),product_type=valve positioner,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
rotex positioner,1,2,product_type=valve positioner,type=positioner; brand=rotex,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=valve positioner | QM=positioner,(none),(none),(none),(none),0,(none),PERFECT_MATCH
AC Slip Ring Induction Motor,1,1,motor_type=slip ring motor,motor type=ac,1,100.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=slip ring motor | QM=ac,(none),(none),(none),0,(none),PARTIAL_MATCH
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,3,6,power=4 HP; phase=single phase; voltage=240V,voltage=220-240v; power=4hp; frequency=50-60hz; usage=air compressor; power source=electric; no of phase=single phase,3,100.0,power; phase; voltage,power(P3); phase(P7); voltage(P4),2,66.7,phase: GT=single phase | QM=single phase; voltage: GT=240V | QM=220-240v,power: GT=4 HP | QM=4hp,(none),(none),frequency=50-60hz; power source=electric,2,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Crompton  1.5HP 2800RPM  Foot Mounted Motor,4,4,brand=Crompton; power=1.5 HP; speed=2800 RPM; mounting=foot mounted,power=1.5hp; full load rpm=2800rpm; brand=crompton; mounting type=foot,4,100.0,brand; power; speed; mounting,brand(P1); power(P3); speed(P8); mounting(P11),2,50.0,brand: GT=Crompton | QM=crompton; mounting: GT=foot mounted | QM=foot,power: GT=1.5 HP | QM=1.5hp; speed: GT=2800 RPM | QM=2800rpm,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Vending machine parts geair motor DC,1,2,product_type=motor,motor type=dc; usage=vending machine,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
15 hp motor,1,2,power=15 HP,power=15 hp; part type=motor,1,100.0,power,power(P3),1,100.0,power: GT=15 HP | QM=15 hp,(none),(none),(none),(none),0,(none),PERFECT_MATCH
VSI motor,1,1,product_type=motor,part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Indo Cooler Motor Silver line,1,3,usage=cooler,usage=cooler motor; brand=indo; color=silver,1,100.0,usage,usage(P9),1,100.0,usage: GT=cooler | QM=cooler motor,(none),(none),(none),color=silver,1,(none),PERFECT_MATCH
