query,qmeans_attr_count,gemini_attr_count,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,qmeans_attr_key_10,qmeans_attr_value_10,gemini_attr_key_10,gemini_attr_value_10
ss 316 oleoresin extraction plant 250 kg/hr capacity,2,3,capacity,250 kg/hr,capacity,250 kg/hr,material grade,ss 316,material,"""ss 316",,,usage,oleoresin extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 rice bran extraction plant,2,3,material grade,ss 316,material,"""ss 316",usage,rice bran extraction,type,extraction,,,usage,rice bran,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 rice bran extraction plant 200 kg/hr capacity,1,4,capacity,200 kg/hr,capacity,200 kg/hr,,,material,"""ss 316",,,type,extraction,,,usage,rice bran,,,,,,,,,,,,,,,,,,,,,,,,
ss body curcumin extraction plant 10 kg,2,3,capacity,10 kg,capacity,10 kg,material,ss,material,"""ss body",,,product,curcumin extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body liquid extraction system 100 kg/hr,3,3,capacity,100 kg/hr,capacity,100 kg/hr,material,ss,material,"""ss",product,liquid extraction,usage,liquid extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body metal recovery plant 1000 kg/hr,2,3,capacity,1000 kg/hr,capacity,1000 kg/hr,material,ss,material,"""ss",,,usage,metal recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body solvent extraction plant 30 kg,3,3,capacity,30 kg,capacity,30 kg,material,ss,material,"""ss",usage,solvent,usage,solvent extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body tube extrusion machine 50 kg/hr,2,4,capacity,50 kg/hr,capacity,50 kg/hr,material,ss,machine type,extrusion,,,material,"""ss",,,product,tube,,,,,,,,,,,,,,,,,,,,,,,,
ss co-rotating twin screw extruder,2,2,material,ss,material,ss,type,screw extruder,type,co-rotating twin screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss copper extraction plant 50 tpd capacity,3,3,capacity,50 tpd,capacity,50 tpd,material,ss,material,"""ss copper",usage,copper extraction,product,extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss silver refining plant 5 tpd capacity,2,3,capacity,5 tpd,capacity,5 tpd,material,ss,material,"""ss",,,usage,silver refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss twin screw extruder,3,2,material,ss,material,ss,screw type,twin,type,twin screw extruder,type,screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss twin screw extruder 100 ton capacity,3,3,capacity,100 ton,capacity,100 ton,machine type,screw extruder,material,"""ss",material,ss,type,twin screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss xlpe cable extruder 150 kg/hr capacity,1,4,capacity,150 kg/hr,capacity,150 kg/hr,,,material,"""ss",,,product,xlpe cable,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel aluminium extrusion plant,1,3,material,stainless steel aluminium,machine type,extrusion,,,material,stainless steel,,,material,aluminium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body co-rotating twin screw extruder 5 kg/hr,3,4,capacity,5 kg/hr,capacity,5 kg/hr,material,stainless steel,material,stainless steel,type,extruder,part,body,,,type,co-rotating twin screw extruder,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body copper extraction plant with 5 kg/hr capacity and 230 v voltage,3,5,capacity,5 kg/hr,capacity,5 kg/hr,material,stainless steel,material,"""stainless steel",voltage,230 v,material,copper,,,product,extraction,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,
stainless steel body curcumin extraction plant 50 kg,2,3,capacity,50 kg,capacity,50 kg,material,stainless steel,material,"""stainless steel",,,usage,curcumin extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body foam extruder with 50 tpd capacity and 240 v voltage,3,5,capacity,50 tpd,capacity,50 tpd,material,stainless steel,material,"""stainless steel",voltage,240 v,product,foam,,,type,extruder,,,voltage,240 v,,,,,,,,,,,,,,,,,,,,
stainless steel body monolayer extruder 200 kg,3,5,capacity,200 kg,capacity,200 kg,material,stainless steel,material,"""stainless steel",type,extruder,part,body,,,type,monolayer,,,type,extruder,,,,,,,,,,,,,,,,,,,,
stainless steel copper extraction plant,2,3,material,stainless steel,material,stainless steel,usage,copper extraction,material,copper,,,type,extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel mother baby extruder,2,3,material,stainless steel,material,stainless steel,type,extruder,type,extruder,,,usage,mother baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel polymer extruder 500 kg capacity,3,4,capacity,500 kg,capacity,500 kg,material,stainless steel,material,"""stainless steel",type,extruder,material,polymer,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel solvent extraction plant,1,2,material,stainless steel,material,stainless steel,,,usage,solvent extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swaraj basket extruder,2,3,brand,swaraj,brand,swaraj,type,basket extruder,product,basket,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swaraj centrifuge extractor 200 liter,3,2,brand,swaraj,capacity,200 liter,capacity,200 liter,product,centrifuge extractor,product,centrifuge extractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swaraj foam extruder 10 kg,3,3,brand,swaraj,capacity,10 kg,capacity,10 kg,material,foam,type,foam extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"swaraj fully automatic single die extruder machine with 50 kg/hr capacity, 380 v voltage, three phase, ss 316 body, suitable for plastic processing",4,9,automation grade,automatic,brand,"""swaraj",brand,swaraj,capacity,50 kg/hr,capacity,50 kg/hr,feature,fully automatic,model name/number,extruder,feature,single die,,,material,ss 316,,,power,three phase,,,type,extruder,,,usage,plastic processing,,,voltage,380 v,,,,
swaraj fully automatic wire extruder,3,3,automation grade,automatic,feature,automatic,brand,swaraj,material,wire,type,wire extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"swaraj make semi-automatic gold refinery plant, production capacity: 5 kg/hr, voltage: 230 v, phase: single phase, material: mild steel, power: 50 hp",3,8,brand,swaraj,automation,semi-automatic,capacity,"5 kg/hr,",brand,"""swaraj",motor power,50 hp,material,mild steel,,,phase,single phase,,,power,50 hp,,,product,gold refinery,,,production_capacity,5 kg/hr,,,voltage,230 v,,,,,,,,
"swaraj make semi-automatic wire extruder, production capacity: 10 kg, voltage: 230 v, phase: 3 phase, material: ss 316, power: 20 kw",3,8,automation grade,semi-automatic,brand,"""swaraj",brand,swaraj,capacity,10 kg,capacity,10,material,ss 316,,,phase,3 phase,,,power,20 kw,,,product,wire extruder,,,type,semi-automatic,,,voltage,230 v,,,,,,,,
swaraj plastic recycling extruder,3,3,brand,swaraj,material,plastic,type,extruder,type,extruder,usage,plastic recycling,usage,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik automatic film extrusion machine machine with 500 tpd capacity, 230 v voltage, single phase, cast iron body, suitable for food processing",3,6,brand,teknik,capacity,500 tpd,capacity,500 tpd,material,cast iron,material,cast iron,power,single phase,,,type,"""film extrusion",,,usage,food processing,,,voltage,230 v,,,,,,,,,,,,,,,,
teknik automatic gold refinery plant,3,3,automation grade,automatic,feature,automatic,brand,teknik,type,refinery,type,gold refinery,usage,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik fully automatic gold refining machine machine with 100 ton capacity, 240 v voltage, three phase, ms body, suitable for laboratory",4,7,automation grade,automatic,capacity,100 ton,brand,teknik,feature,fully automatic,capacity,100 ton,material,ms,usage,laboratory,power,three phase,,,usage,"""gold refining",,,usage,laboratory,,,voltage,240 v,,,,,,,,,,,,
teknik fully automatic jockey extruder,3,3,automation grade,automatic,feature,automatic,brand,teknik,type,jockey,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teknik fully automatic pvc extruder,4,3,automation grade,automatic,feature,fully automatic,brand,teknik,material,pvc,material,pvc,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik make fully automatic pet extruder, production capacity: 100 kg, voltage: 380 v, phase: three phase, material: pvc, power: 2 hp",4,7,automation grade,automatic,capacity,100 kg,brand,teknik,material,"""pet",capacity,100,material,pvc,material,pet,phase,three phase,,,power,2 hp,,,type,extruder,,,voltage,380 v,,,,,,,,,,,,
"teknik make manual liquid extraction system, production capacity: 10 tpd, voltage: 230 v, phase: 3 phase, material: stainless steel, power: 7.5 hp",3,6,automation grade,manual,capacity,10 tpd,brand,teknik,material,stainless steel,capacity,"10 tpd,",phase,3 phase,,,power,7.5 hp,,,product,"""liquid extraction system",,,voltage,230 v,,,,,,,,,,,,,,,,
"teknik manual bitumen extractor machine with 500 kg/hr capacity, 240 v voltage, 3 phase, pvc body, suitable for laboratory",5,7,automation grade,manual,capacity,500 kg/hr,brand,teknik,material,"""bitumen",capacity,500 kg/hr,material,pvc,machine type,bitumen extractor,power,3 phase,usage,laboratory,type,extractor,,,usage,laboratory,,,voltage,240 v,,,,,,,,,,,,
"teknik manual plastic extruder, 10 ton, 400 v, 1 phase",3,5,automation grade,manual,capacity,10 ton,brand,teknik,material,"""plastic",capacity,"10 ton,",phase,1 phase,,,type,extruder,,,voltage,400 v,,,,,,,,,,,,,,,,,,,,
teknik metal refining plant 500 kg/hr,2,3,brand,teknik,capacity,500 kg/hr,capacity,500 kg/hr,material,metal,,,type,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teknik multi layer extruder 10 ton,3,3,brand,teknik,capacity,10 ton,capacity,10 ton,type,multi layer,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik semi-automatic copper extraction plant, 25 kg, 415 v, single phase",4,5,brand,teknik,capacity,25 kg,operation type,semi-automatic,material,"""copper",phase,single phase,power_supply,single phase,usage,copper extraction,type,extraction,,,voltage,415 v,,,,,,,,,,,,,,,,,,,,
teknik semi-automatic epe foam extruder,4,3,automation grade,semi-automatic,automation,semi-automatic,brand,teknik,material,"""epe foam",material,epe,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik semi-automatic lab extruder machine with 300 kg/hr capacity, 415 v voltage, 1 phase, cast iron body, suitable for plastic processing",5,8,automation grade,semi-automatic,automation,semi-automatic,brand,teknik,body_material,cast iron,capacity,300 kg/hr,capacity,300 kg/hr,material,cast iron,power_phase,1 phase,model name/number,extruder,type,"""extruder",,,usage,lab,,,usage,plastic processing,,,voltage,415 v,,,,,,,,
teknik semi-automatic polymer extruder,4,3,automation grade,semi-automatic,feature,semi-automatic,brand,teknik,material,polymer,material,polymer,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik semi-automatic single die extruder, 20 kg, 440 v, 1 phase",3,6,automation grade,semi-automatic,automation,"""semi-automatic",brand,teknik,capacity,20 kg,phase,1 phase,die type,single die,,,phase,1 phase,,,type,extruder,,,voltage,440 v,,,,,,,,,,,,,,,,
titanium body aluminium extrusion plant 1 tpd,2,4,capacity,1 tpd,capacity,1 tpd,material,titanium,machine type,extrusion,,,material,"""titanium",,,material,aluminium,,,,,,,,,,,,,,,,,,,,,,,,
titanium body bitumen extractor 200 liter,3,4,capacity,200 liter,capacity,200 liter,machine type,bitumen extractor,material,"""titanium",material,titanium,part,body,,,product,bitumen extractor,,,,,,,,,,,,,,,,,,,,,,,,
titanium body epe foam extruder 1000 liter,3,5,capacity,1000 liter,capacity,1000 liter,material,titanium,material,"""titanium",type,extruder,material,epe foam,,,part,body,,,type,extruder,,,,,,,,,,,,,,,,,,,,
titanium body film extrusion machine with 10 tpd capacity and 220 v voltage,3,4,capacity,10 tpd,capacity,10 tpd,material,titanium,material,"""titanium",voltage,220 v,type,film extrusion,,,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,
titanium body oleoresin extraction plant 500 ton,1,3,capacity,500 ton,capacity,500 ton,,,material,"""titanium",,,usage,oleoresin extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium body plastic recycling extruder 10 tpd,4,6,capacity,10 tpd,capacity,10 tpd,material,titanium,material,"""titanium",type,extruder,material,plastic,usage,plastic recycling,part,body,,,type,extruder,,,usage,recycling,,,,,,,,,,,,,,,,
titanium oil extraction plant 25 kg/hr capacity,1,3,capacity,25 kg/hr,capacity,25 kg/hr,,,material,titanium,,,usage,oil extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium oil extraction plant 500 liter capacity,1,3,capacity,500 liter,capacity,500 liter,,,material,titanium,,,usage,oil extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium pvc extruder 5 kg/hr capacity,2,4,capacity,5 kg/hr,capacity,5 kg/hr,type,extruder,material,titanium,,,material,pvc,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
titanium solvent extraction plant,2,2,material,titanium,material,titanium,type,solvent extraction,usage,solvent extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium xlpe cable extruder,1,3,material,titanium xlpe,material,titanium,,,material,xlpe cable,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"tube extrusion machine - labh group make, 10 ton, cast iron, 3 phase",1,5,phase,3 phase,brand,labh group,,,capacity,10 ton,,,material,cast iron,,,power,3 phase,,,type,"""tube extrusion",,,,,,,,,,,,,,,,,,,,
"tube extrusion machine - rajco make, 10 ton, pp, three phase",3,6,brand,rajco,brand,rajco,capacity,"10 ton,",capacity,10 ton,phase,three phase,machine type,extrusion,,,material,pp,,,power,three phase,,,product,"""tube",,,,,,,,,,,,,,,,
tube extrusion machine single screw design 100 tpd,1,4,capacity,100 tpd,capacity,100 tpd,,,design,single screw,,,machine type,extrusion,,,product,"""tube",,,,,,,,,,,,,,,,,,,,,,,,
tube extrusion machine with 10 hp power 230 v,2,4,motor power,10 hp,machine type,extrusion,voltage,230 v,power,10 hp,,,product,"""tube",,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,
tube extrusion machine with 2 kw power 400 v,1,4,voltage,400 v,machine type,extrusion,,,power,2 kw,,,product,"""tube",,,voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,,
turbo automatic foam extruder,2,3,automation grade,automatic,feature,turbo automatic,type,extruder,material,foam,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"turbo automatic herbal extraction plant machine with 500 ton capacity, 400 v voltage, 3 phase, pp body, suitable for chemical industries",2,6,automation grade,automatic,capacity,500 ton,capacity,500 ton,material,pp,,,phase,3 phase,,,type,"""turbo automatic herbal extraction",,,usage,chemical industries,,,voltage,400 v,,,,,,,,,,,,,,,,
turbo epe foam extruder,2,2,brand,turbo,material,foam,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo epe foam extruder 100 kg,3,3,brand,turbo,capacity,100 kg,capacity,100 kg,material,"""epe foam",type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo fully automatic silver refining plant,3,3,automation grade,automatic,material,silver,brand,turbo,type,turbo,type,refining plant,type,refining plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo fully automatic twin screw extruder,2,3,automation grade,automatic,feature,fully automatic,type,screw extruder,type,turbo,,,type,twin screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo manual mother baby extruder,1,4,type,extruder,type,"""turbo",,,type,manual,,,type,extruder,,,usage,mother baby,,,,,,,,,,,,,,,,,,,,,,,,
turbo pipe extrusion machine 25 kg,2,3,capacity,25 kg,capacity,25 kg,machine type,pipe extrusion,machine type,extrusion,,,product,"""turbo pipe",,,,,,,,,,,,,,,,,,,,,,,,,,,,
turbo semi-automatic pet extruder,2,4,automation grade,semi-automatic,feature,semi-automatic,type,extruder,material,pet,,,type,turbo,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
turbo semi-automatic tube extrusion machine,1,4,automation grade,semi-automatic,machine type,extrusion,,,operation,semi-automatic,,,product,"""tube",,,type,turbo,,,,,,,,,,,,,,,,,,,,,,,,
turbo solid phase extraction system 10 ton,2,2,capacity,10 ton,capacity,10 ton,product,solid phase extraction,type,"""turbo solid phase extraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"twin screw extruder - conical design, 200 kg/hr output, 230 v, 1 phase, aluminium construction, swaraj brand, automatic operation",4,8,automation grade,automatic,brand,swaraj,brand,swaraj,design,conical,capacity,200 kg/hr,material,aluminium,material,aluminium,operation,automatic,,,output,200 kg/hr,,,phase,1 phase,,,type,"""twin screw",,,voltage,230 v,,,,,,,,
twin screw extruder 240 v,1,2,voltage,240 v,type,twin screw extruder,,,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twin screw extruder for agricultural 1000 liter,2,3,capacity,1000 liter,capacity,1000 liter,usage,agricultural,type,"""twin screw extruder",,,usage,agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twin screw extruder for pharmaceutical 500 kg,2,3,capacity,500 kg,capacity,500 kg,usage,pharmaceutical,type,"""twin screw extruder",,,usage,pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twin screw extruder with 5 kw power 480 v,2,3,machine type,screw extruder,power,5 kw,voltage,480 v,type,"""twin screw extruder",,,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twin screw metal recovery plant 750 kg/hr semi-automatic 230 v,4,5,automation grade,semi-automatic,automation,semi-automatic,capacity,750 kg/hr,capacity,750 kg/hr,screw type,twin screw,type,"""twin screw",voltage,230 v,usage,metal recovery,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,
twin screw twin screw extruder 1000 liter fully automatic 480 v,3,5,automation grade,automatic,capacity,1000 liter,capacity,1000 liter,feature,fully automatic,voltage,480 v,type,"""twin screw",,,type,extruder,,,voltage,480 v,,,,,,,,,,,,,,,,,,,,
twin screw wpc extruder 10 kg/hr semi-automatic 415 v,5,6,automation grade,semi-automatic,automation,semi-automatic,capacity,10 kg/hr,capacity,10 kg/hr,material,wpc,material,wpc,type,extruder,type,"""twin screw",voltage,415 v,type,extruder,,,voltage,415 v,,,,,,,,,,,,,,,,
twin screw xlpe cable extruder 150 kg/hr manual 440 v,4,7,capacity,150 kg/hr,capacity,150 kg/hr,machine type,manual,control,manual,usage,cable,material,xlpe,voltage,440 v,product,cable,,,type,"""twin screw",,,type,extruder,,,voltage,440 v,,,,,,,,,,,,
"unique automatic bitumen extractor, 1000 liter, 230 v, 3 phase",3,4,machine type,bitumen,capacity,1000 liter,operation mode,automatic,power_supply,3 phase,phase,3 phase,product,"""bitumen extractor",,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,
"unique automatic wpc extruder, 200 kg, 230 v, three phase",4,5,automation grade,automatic,capacity,200 kg,brand,unique,material,"""wpc",material,wpc,power_supply,three phase,phase,three phase,type,extruder,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,
unique centrifuge extractor 200 liter,3,2,brand,unique,capacity,200 liter,capacity,200 liter,product,centrifuge extractor,product,centrifuge extractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique fully automatic epe foam extruder,4,3,automation grade,automatic,feature,fully automatic,brand,unique,material,epe foam,material,epe,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
unique plastic extruder,2,2,brand,unique,material,plastic,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique plastic extruder,2,2,brand,unique,material,plastic,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unique plastic extruder,2,2,brand,unique,material,plastic,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
