query,qmeans_attr_count,gemini_attr_count,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9
"solid phase extraction system - parallel design, 150 kg/hr output, 220 v, single phase, ss 304 construction, teknik brand, semi-automatic operation",3,5,automation grade,semi-automatic,automation grade,semi-automatic,brand,teknik,material grade,ss 304,capacity,150 kg/hr,phase,single phase,,,production capacity,"""150 kg/hr",,,voltage,220 v,,,,,,,,,,,,,,,,
solid phase extraction system 2 kw motor 10 tpd,2,2,capacity,10 tpd,capacity,10 tpd,power,2 kw,power,"""2 kw",,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid phase extraction system 220 v 50 hz,3,2,frequency,50 hz,frequency,50 hz,product,solid phase extraction,voltage,"""220 v",voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,,,
solid phase extraction system 3 kw motor 20 kg,1,3,power,3 kw,capacity(kg),20 kg,,,model name/number,solid phase extraction positive pressure,,,power,"""3 kw",,,,,,,,,,,,,,,,,,,,,,,,
solid phase extraction system 400 v,2,1,product,solid phase extraction,voltage,"""400 v",voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid phase extraction system for agricultural 100 kg,3,1,capacity,100 kg,capacity(kg),"""100 kg",product,solid phase extraction,,,usage,agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,
"solid phase extraction system machine specifications - brand: kabra, capacity: 20 kg, voltage: 220 v, phase: 1 phase, body material: stainless steel, automation: fully automatic",3,6,automation grade,automatic,automation grade,fully automatic,brand,"kabra,",body material,stainless steel,capacity,"20 kg,",brand,"""kabra",,,capacity(kg),20 kg,,,phase,1 phase,,,voltage,220 v,,,,,,,,,,,,
solvent extraction plant,1,2,usage,solvent extraction,design type,solvent extraction plant,,,usage/application,solvent extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent extraction plant,1,2,usage,solvent extraction,design type,solvent extraction plant,,,usage/application,solvent extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent extraction plant,1,2,usage,solvent extraction,design type,solvent extraction plant,,,usage/application,solvent extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent extraction plant,1,2,usage,solvent extraction,design type,solvent extraction plant,,,usage/application,solvent extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent extraction plant 415 v 1 phase,2,2,phase,1 phase,phase,1 phase,voltage,415 v,voltage,"""415 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent extraction plant for food processing,1,2,usage,food processing,machine type,solvent extraction plant,,,usage/application,food process industry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solvent extraction plant for industrial,2,2,type,solvent extraction,usage/application,"""solvent extraction plant",usage,industrial,usage/application,industrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"solvent extraction plant for plastic processing use, 5 ton, 400 v, rajco brand",2,5,brand,rajco,brand,rajco,capacity,"5 ton,",material to be extruded,plastic,,,usage/application,"""solvent extraction plant",,,voltage,400 v,,,weight,5 ton,,,,,,,,,,,,,,,,
solvent extraction plant machine 20 tpd output 480 v 3 phase ms,4,4,capacity,20 tpd,body material,ms,material,ms,capacity,"""20 tpd",phase,3 phase,phase,three phase,voltage,480 v,voltage,480 v,,,,,,,,,,,,,,,,,,,,
solvent extraction plant with 25 hp power 480 v,3,2,motor power,25 hp,power,"""25 hp",type,solvent extraction,voltage,480 v,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 body centrifuge extractor with 300 kg/hr capacity and 415 v voltage,4,3,capacity,300 kg/hr,body material,"""ss",material grade,ss 304,production capacity,300 kg/hr,product,centrifuge,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,
ss 304 body pvc extruder 100 kg,4,3,capacity,100 kg,body material,"""ss",material,pvc,capacity(kg),100 kg,material grade,ss 304,plastic processed,pvc,type,extruder,,,,,,,,,,,,,,,,,,,,,,
ss 304 body pvc extruder 200 liter,4,3,capacity,200 liter,capacity(litre),200 liter,material,pvc,material grade,"""ss 304",material grade,ss 304,plastic processed,pvc,type,extruder,,,,,,,,,,,,,,,,,,,,,,
ss 304 cable extruder,2,3,material grade,ss 304,body material,"""ss",type,extruder,material,ss 304,,,type,cable extruder,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 extruder machine 500 kg capacity,3,3,capacity,500 kg,body material,"""ss",material grade,ss 304,capacity,500 kg,type,extruder,material grade,304,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 liquid extraction system,2,1,material grade,ss 304,material grade,"""ss 304",product,liquid extraction system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 monolayer extruder,2,2,material grade,ss 304,body material,"""ss",type,extruder,layer,monolayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 mother baby extruder,2,4,material grade,ss 304,body material,ss,type,extruder,material grade,ss 304,,,screw design,twin screw,,,type of extruder,twin screw,,,,,,,,,,,,,,,,,,,,
ss 304 pipe extrusion machine,1,3,material grade,ss 304,body material,"""ss",,,material,ss 304,,,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 pvc extruder,3,2,material,pvc,body material,"""ss",material grade,ss 304,plastic processed,pvc,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 304 sheet extruder 10 tpd capacity,3,3,capacity,10 tpd,body material,"""ss",material grade,ss 304,capacity,10 tpd,type,extruder,material grade,304,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 body bitumen extractor 750 kg/hr,3,2,capacity,750 kg/hr,body material,"""ss 316",machine type,bitumen extractor,production capacity,750 kg/hr,steel grade,ss 316,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 body centrifuge extractor with 5 tpd capacity and 400 v voltage,4,4,capacity,5 tpd,body material,"""ss",material grade,ss 316,capacity,5 tpd,product,centrifuge,material grade,316,voltage,400 v,voltage,400 v,,,,,,,,,,,,,,,,,,,,
ss 316 body pvc extruder 100 tpd,4,3,capacity,100 tpd,body material,"""ss 316",material,pvc,capacity,100 tpd,material grade,ss 316,plastic processed,pvc,type,extruder,,,,,,,,,,,,,,,,,,,,,,
ss 316 extruder machine 25 kg capacity,3,2,capacity,25 kg,body material,"""ss",material grade,ss 316,capacity,25 kg,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 film extrusion machine 1000 liter capacity,2,2,capacity,1000 liter,body material,"""ss",material grade,ss 316,capacity(litre),1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 oleoresin extraction plant 250 kg/hr capacity,2,2,capacity,250 kg/hr,body material,"""ss 316",material grade,ss 316,production capacity,250 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 rice bran extraction plant,2,2,material grade,ss 316,body material,"""ss 316",usage,rice bran extraction,raw material,rice bran,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss 316 rice bran extraction plant 200 kg/hr capacity,1,2,capacity,200 kg/hr,body material,"""ss 316",,,production capacity,200 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body curcumin extraction plant 10 kg,2,2,capacity,10 kg,body material,"""ss",material,ss,capacity(kg),10 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body liquid extraction system 100 kg/hr,3,2,capacity,100 kg/hr,body material,"""ss",material,ss,production capacity,100 kg/hr,product,liquid extraction,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body metal recovery plant 1000 kg/hr,2,2,capacity,1000 kg/hr,body material,"""ss",material,ss,production capacity,1000 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body solvent extraction plant 30 kg,3,2,capacity,30 kg,body material,"""ss",material,ss,capacity(kg),30 kg,usage,solvent,,,,,,,,,,,,,,,,,,,,,,,,,,
ss body tube extrusion machine 50 kg/hr,2,3,capacity,50 kg/hr,body material,"""ss",material,ss,machine type,tube extrusion machine,,,production capacity,50 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,
ss co-rotating twin screw extruder,2,2,material,ss,body material,"""ss",type,screw extruder,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ss copper extraction plant 50 tpd capacity,3,3,capacity,50 tpd,body material,"""ss",material,ss,capacity,50 tpd,usage,copper extraction,wire material,copper,,,,,,,,,,,,,,,,,,,,,,,,
ss silver refining plant 5 tpd capacity,2,3,capacity,5 tpd,body material,"""ss",material,ss,capacity,5 tpd,,,usage/application,silver refining plant,,,,,,,,,,,,,,,,,,,,,,,,
ss twin screw extruder,3,2,material,ss,body material,"""ss",screw type,twin,screw design,twin screw,type,screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
ss twin screw extruder 100 ton capacity,3,3,capacity,100 ton,body material,"""ss",machine type,screw extruder,capacity,100 ton,material,ss,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,,,,
ss xlpe cable extruder 150 kg/hr capacity,1,2,capacity,150 kg/hr,body material,"""ss",,,production capacity,150 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel aluminium extrusion plant,1,2,material,stainless steel aluminium,body material,stainless steel,,,usage/application,aluminium extrusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body co-rotating twin screw extruder 5 kg/hr,3,3,capacity,5 kg/hr,body material,"""stainless steel",material,stainless steel,production capacity,5 kg/hr,type,extruder,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body copper extraction plant with 5 kg/hr capacity and 230 v voltage,3,4,capacity,5 kg/hr,body material,"""stainless steel",material,stainless steel,production capacity,5 kg/hr,voltage,230 v,voltage,230 v,,,wire material,copper,,,,,,,,,,,,,,,,,,,,
stainless steel body curcumin extraction plant 50 kg,2,2,capacity,50 kg,body material,"""stainless steel",material,stainless steel,capacity(kg),50 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body foam extruder with 50 tpd capacity and 240 v voltage,3,3,capacity,50 tpd,body material,"""stainless steel",material,stainless steel,capacity,50 tpd,voltage,240 v,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel body monolayer extruder 200 kg,3,3,capacity,200 kg,body material,"""stainless steel",material,stainless steel,capacity(kg),200 kg,type,extruder,layer,monolayer,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel copper extraction plant,2,2,material,stainless steel,body material,stainless steel,usage,copper extraction,wire material,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel mother baby extruder,2,2,material,stainless steel,body material,stainless steel,type,extruder,type,mother baby extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel polymer extruder 500 kg capacity,3,2,capacity,500 kg,body material,"""stainless steel",material,stainless steel,capacity,500 kg,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
stainless steel solvent extraction plant,1,2,material,stainless steel,body material,stainless steel,,,usage/application,solvent extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swaraj basket extruder,2,0,brand,swaraj,,,type,basket extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swaraj centrifuge extractor 200 liter,3,1,brand,swaraj,capacity(litre),"""200 l",capacity,200 liter,,,product,centrifuge extractor,,,,,,,,,,,,,,,,,,,,,,,,,,
swaraj foam extruder 10 kg,3,1,brand,swaraj,capacity(kg),"""10 kg",capacity,10 kg,,,type,foam extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
"swaraj fully automatic single die extruder machine with 50 kg/hr capacity, 380 v voltage, three phase, ss 316 body, suitable for plastic processing",4,6,automation grade,automatic,automation grade,"""fully automatic",brand,swaraj,body material,ss 316,capacity,50 kg/hr,material to be extruded,plastic,model name/number,extruder,phase,three phase,,,production capacity,50 kg/hr,,,voltage,380 v,,,,,,,,,,,,
swaraj fully automatic wire extruder,3,2,automation grade,automatic,automation grade,"""fully automatic",brand,swaraj,type,automatic,type,wire extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
"swaraj make semi-automatic gold refinery plant, production capacity: 5 kg/hr, voltage: 230 v, phase: single phase, material: mild steel, power: 50 hp",3,7,brand,swaraj,automation grade,semi-automatic,capacity,"5 kg/hr,",brand/make,"""swaraj make",motor power,50 hp,material,mild steel,,,motor power,50 hp,,,phase,single phase,,,production capacity,5 kg/hr,,,voltage,230 v,,,,,,,,
"swaraj make semi-automatic wire extruder, production capacity: 10 kg, voltage: 230 v, phase: 3 phase, material: ss 316, power: 20 kw",3,7,automation grade,semi-automatic,automation type,semi-automatic,brand,swaraj,brand/make,"""swaraj make",capacity,10,material,ss 316,,,phase,3 phase,,,power,20 kw,,,production capacity,10 kg,,,voltage,230 v,,,,,,,,
swaraj plastic recycling extruder,3,0,brand,swaraj,,,type,extruder,,,usage,plastic recycling,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik automatic film extrusion machine machine with 500 tpd capacity, 230 v voltage, single phase, cast iron body, suitable for food processing",3,6,brand,teknik,automation grade,"""automatic",capacity,500 tpd,body material,cast iron,material,cast iron,capacity,500 tpd,,,general use,for food processing,,,phase,single phase,,,voltage,230 v,,,,,,,,,,,,
teknik automatic gold refinery plant,3,0,automation grade,automatic,,,brand,teknik,,,type,gold refinery,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik fully automatic gold refining machine machine with 100 ton capacity, 240 v voltage, three phase, ms body, suitable for laboratory",4,6,automation grade,automatic,automation grade,"""fully automatic",brand,teknik,body material,ms,capacity,100 ton,capacity(kg),100 kg,usage,laboratory,industry type,laboratory,,,phase,three phase,,,voltage,240 v,,,,,,,,,,,,
teknik fully automatic jockey extruder,3,0,automation grade,automatic,,,brand,teknik,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
teknik fully automatic pvc extruder,4,0,automation grade,automatic,,,brand,teknik,,,material,pvc,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,
"teknik make fully automatic pet extruder, production capacity: 100 kg, voltage: 380 v, phase: three phase, material: pvc, power: 2 hp",4,6,automation grade,automatic,automation grade,"""fully automatic",brand,teknik,material to be extruded,pvc,capacity,100,phase,three phase,material,pet,power,2 hp,,,production capacity,100 kg,,,voltage,380 v,,,,,,,,,,,,
"teknik make manual liquid extraction system, production capacity: 10 tpd, voltage: 230 v, phase: 3 phase, material: stainless steel, power: 7.5 hp",3,6,automation grade,manual,automation grade,"""manual",brand,teknik,material,stainless steel,capacity,"10 tpd,",motor power,7.5 hp,,,phase,three phase,,,production capacity,10 tpd,,,voltage,230 v,,,,,,,,,,,,
"teknik manual bitumen extractor machine with 500 kg/hr capacity, 240 v voltage, 3 phase, pvc body, suitable for laboratory",5,7,automation grade,manual,automation grade,manual,brand,teknik,body material,pvc,capacity,500 kg/hr,industry type,laboratory,machine type,bitumen extractor,phase,three phase,usage,laboratory,production capacity,"""500 kg/hr",,,type of testing machines,bitumen extractor,,,voltage,240 v,,,,,,,,
"teknik manual plastic extruder, 10 ton, 400 v, 1 phase",3,5,automation grade,manual,automation grade,"""manual",brand,teknik,material to be extruded,plastic,capacity,"10 ton,",phase,1 phase,,,voltage,400 v,,,weight,10 ton,,,,,,,,,,,,,,,,
teknik metal refining plant 500 kg/hr,2,1,brand,teknik,production capacity,"""500 kg/hr",capacity,500 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teknik multi layer extruder 10 ton,3,0,brand,teknik,,,capacity,10 ton,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
"teknik semi-automatic copper extraction plant, 25 kg, 415 v, single phase",4,4,brand,teknik,automation grade,"""semi-automatic",operation type,semi-automatic,phase,single phase,phase,single phase,voltage,415 v,usage,copper extraction,weight,25 kg,,,,,,,,,,,,,,,,,,,,
teknik semi-automatic epe foam extruder,4,2,automation grade,semi-automatic,automation grade,"""semi automatic",brand,teknik,material to be extruded,epe,material,epe,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,
"teknik semi-automatic lab extruder machine with 300 kg/hr capacity, 415 v voltage, 1 phase, cast iron body, suitable for plastic processing",5,6,automation grade,semi-automatic,automation grade,"""semi-automatic",brand,teknik,body material,cast iron,capacity,300 kg/hr,material to be extruded,plastic,material,cast iron,phase,1 phase,model name/number,extruder,production capacity,300 kg/hr,,,voltage,415 v,,,,,,,,,,,,
teknik semi-automatic polymer extruder,4,0,automation grade,semi-automatic,,,brand,teknik,,,material,polymer,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,
"teknik semi-automatic single die extruder, 20 kg, 440 v, 1 phase",3,4,automation grade,semi-automatic,automation grade,"""semi-automatic",brand,teknik,capacity(kg),20 kg,phase,1 phase,phase,single,,,voltage,440 v,,,,,,,,,,,,,,,,,,,,
titanium body aluminium extrusion plant 1 tpd,2,3,capacity,1 tpd,body material,"""titanium",material,titanium,capacity,10 tpd,,,usage/application,aluminium extrusion,,,,,,,,,,,,,,,,,,,,,,,,
titanium body bitumen extractor 200 liter,3,3,capacity,200 liter,body material,"""titanium",machine type,bitumen extractor,capacity(litre),200 liter,material,titanium,product type,bitumen extractor,,,,,,,,,,,,,,,,,,,,,,,,
titanium body epe foam extruder 1000 liter,3,2,capacity,1000 liter,body material,pp,material,titanium,capacity(litre),1000,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium body film extrusion machine with 10 tpd capacity and 220 v voltage,3,3,capacity,10 tpd,body material,pph,material,titanium,capacity,10 tpd,voltage,220 v,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,
titanium body oleoresin extraction plant 500 ton,1,2,capacity,500 ton,body material,pp,,,capacity,500 ton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium body plastic recycling extruder 10 tpd,4,3,capacity,10 tpd,body material,pp,material,titanium,capacity,10 tpd,type,extruder,material to be extruded,plastic,usage,plastic recycling,,,,,,,,,,,,,,,,,,,,,,
titanium oil extraction plant 25 kg/hr capacity,1,2,capacity,25 kg/hr,body material,pp,,,production capacity,25 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium oil extraction plant 500 liter capacity,1,2,capacity,500 liter,body material,pph,,,capacity(litre),500 liter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
titanium pvc extruder 5 kg/hr capacity,2,4,capacity,5 kg/hr,body material,pp,type,extruder,capacity(kg),5 kg,,,material to be extruded,plastic,,,screw speed,hr,,,,,,,,,,,,,,,,,,,,
titanium solvent extraction plant,2,2,material,titanium,body material,titanium,type,solvent extraction,design type,solvent extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
