query,gt_success,qmeans_success,gt_total_keys,gt_unique_values,qmeans_total_keys,matched_key_count,matched_value_count,gt_only_key_count,qmeans_only_key_count,key_match_rate,value_match_rate,matched_keys,gt_only_keys,qmeans_only_keys,matched_values,key_match_details_json,value_match_details_json
Crompton Induction Motors,True,True,5,2,2,2,1,3,0,40.00%,50.00%,brand; motor type,product type; manufacturer; company,,crompton,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""induction motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""induction"", ""value_also_matches"": false}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
nema 17 0.9 degree,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product category; category,,,[],[]
ABB Auto- Lek Ail 94022 A Solenoid Switch,True,True,9,3,2,1,1,6,1,14.29%,33.33%,brand,company; use; application; manufacturer; product category; category,product,abb,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Three phase,True,True,2,1,1,1,1,1,0,50.00%,100.00%,phase,supply phase,,three phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""phase"", ""qmeans_value"": ""three phase"", ""value_also_matches"": true}]","[{""value"": ""three phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""phase""]}]"
nema 17 0.9 degree 22mm lenth,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product category; category,size; model name/number,,[],[]
New Series Allen Bradley Soft Starter,True,True,9,3,2,1,1,8,1,11.11%,33.33%,brand,condition; company; use; product condition; application; manufacturer; product category; category,starter type,allen bradley,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""allen bradley"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""allen bradley"", ""value_also_matches"": true}]","[{""value"": ""allen bradley"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
1 for business use piece ABB Soft Starters,True,True,7,2,3,1,1,6,2,14.29%,50.00%,brand,company; use; application; manufacturer; product category; category,usage; starter type,abb,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
bolero ac motor,True,True,4,2,1,0,1,4,1,0.00%,50.00%,,product type; current type; supply type; motor type,type,ac,[],"[{""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""type""]}]"
150c43nbd smc3 soft starter,True,True,4,1,3,0,0,4,3,0.00%,0.00%,,product category; category; use; application,starter type; series; model name/number,,[],[]
lt mk1 dol motor starter,True,True,4,2,2,0,0,4,2,0.00%,0.00%,,product type; application; use; motor type,usage; starter type,,[],[]
Eaton Orbital Motor,True,True,5,2,2,2,1,3,0,40.00%,50.00%,brand; motor type,product type; manufacturer; company,,eaton,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""eaton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""eaton"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""orbital"", ""value_also_matches"": false}]","[{""value"": ""eaton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
automatic gate motor,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,usage; automation grade,,[],[]
Door Motor .,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,usage,,[],[]
23a paramoon motor starter,True,True,4,2,3,0,0,4,3,0.00%,0.00%,,product type; application; use; motor type,usage; brand; current,,[],[]
electrical motor for boats,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,usage; power source,,[],[]
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,True,True,11,4,4,2,4,9,2,18.18%,100.00%,power; brand,wattage; part number; company; manufacturer; model; product type; model number; kilowatt; motor type,usage; model name/number,siemens; 0.75 kw; 1fk2104-5af00-1sb0; servo motor,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""0.75 kw"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""0.75 kw"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""0.75 kw"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""power""]}, {""value"": ""1fk2104-5af00-1sb0"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 4}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Absolute Shaft Encoder,True,False,2,1,0,0,0,0,0,0.00%,0.00%,,,,,[],[]
Permanent Magnet. tech,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product category; category,magnets type; material,,[],[]
INVT Servo Motor,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,brand; type,,[],[]
1.5 KW Halcyon Three Phase Induction Motor,True,True,7,3,4,1,3,6,3,14.29%,100.00%,motor type,power; wattage; product type; phase; kilowatt; supply phase,rated power; brand; no of phase,1.5 kw; three phase; induction motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""induction motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""induction motor"", ""value_also_matches"": true}]","[{""value"": ""1.5 kw"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""rated power""]}, {""value"": ""three phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""no of phase""]}, {""value"": ""induction motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
5 sliding piece 800 kg Gate Motor,True,True,2,1,4,0,0,2,4,0.00%,0.00%,,product type; motor type,weight capacity; usage; set contains; open style,,[],[]
Synchronous Transformer,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product category; category,,,[],[]
FHP Motor,True,True,2,1,1,0,1,2,1,0.00%,100.00%,,product type; motor type,part type,motor,[],"[{""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""part type""]}]"
5HP Single Phase Buffing Machine Motor,True,True,7,3,3,2,1,5,1,28.57%,33.33%,power; phase,supply phase; hp; product type; horsepower; motor type,product,single phase,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""5 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""5hp"", ""value_also_matches"": false}, {""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""phase""]}]"
Motor Brakes,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product type; motor type,,,[],[]
1hp three phase ac vibration motor,True,True,9,4,3,3,1,6,0,33.33%,25.00%,power; phase; motor type,supply type; current type; hp; product type; horsepower; supply phase,,three phase,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""1hp"", ""value_also_matches"": false}, {""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""phase"", ""qmeans_value"": ""three phase"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""vibrator motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac vibration motor"", ""value_also_matches"": false}]","[{""value"": ""three phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""phase""]}]"
Explosion Proof Motors,True,True,4,2,0,0,0,4,0,0.00%,0.00%,,product type; enclosure; protection; motor type,,,[],[]
Aei/Marathon Motor Brush Holder,True,True,5,2,1,0,0,5,1,0.00%,0.00%,,brand; company; manufacturer; product type; motor type,motor part type,,[],[]
75 Hp Induction Motor,True,True,5,2,2,1,1,4,1,20.00%,50.00%,motor type,power; horsepower; product type; hp,rated power,75 hp,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""induction motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""induction"", ""value_also_matches"": false}]","[{""value"": ""75 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""rated power""]}]"
Squirrel Cage Motors,True,True,2,1,1,1,0,1,0,50.00%,0.00%,motor type,product type,,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""squirrel cage motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""squirrel cage"", ""value_also_matches"": false}]",[]
Pneumatic Diaphragm Actuator,True,True,6,2,2,0,1,4,2,0.00%,50.00%,,product category; category; use; application,power source; actuator type,pneumatic,[],"[{""value"": ""pneumatic"", ""gt_keys"": [{""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""power source""]}]"
3 phase motor starter oil free,True,True,6,3,2,1,0,5,1,16.67%,0.00%,phase,motor type; use; application; product type; supply phase,usage,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""3 phase"", ""value_also_matches"": false}]",[]
3 phase motor starter near jodhpur oil free,True,True,6,3,2,1,0,5,1,16.67%,0.00%,phase,motor type; use; application; product type; supply phase,usage,,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""three phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""3 phase"", ""value_also_matches"": false}]",[]
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,True,True,6,3,4,2,1,4,2,33.33%,33.33%,power; motor type,product type; current type; wattage; supply type,usage; wheel size,dc,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""3000 w"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""3000w"", ""value_also_matches"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""hub motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""dc"", ""value_also_matches"": false}]","[{""value"": ""dc"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""motor type""]}]"
helical geared motor 2hp,True,True,5,2,2,2,0,3,0,40.00%,0.00%,power; motor type,product type; horsepower; hp,,,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""2 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""2hp"", ""value_also_matches"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""gear motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""helical"", ""value_also_matches"": false}]",[]
helical geared motor 2hp near hyderabad,True,True,5,2,2,2,0,3,0,40.00%,0.00%,power; motor type,product type; horsepower; hp,,,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""2 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""power"", ""qmeans_value"": ""2hp"", ""value_also_matches"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""gear motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""helical"", ""value_also_matches"": false}]",[]
deep electricals vibrator motor,True,True,2,1,2,0,1,2,2,0.00%,100.00%,,product type; motor type,brand; product,vibrator motor,[],"[{""value"": ""vibrator motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""product""]}]"
Single Phase Digital Motor Starter,True,True,6,3,3,1,1,5,2,16.67%,33.33%,phase,motor type; use; application; product type; supply phase,usage; display type,single phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""phase""]}]"
motor starter spark,True,True,4,2,1,0,0,4,1,0.00%,0.00%,,product type; application; use; motor type,usage,,[],[]
Copper Carbon Brush For Slipring Motor,True,True,4,2,3,0,0,4,3,0.00%,0.00%,,product type; application; use; motor type,motor part type; usage; material,,[],[]
750 rpm 1 0.18 kw marathon electric motor,True,True,11,4,3,3,3,8,0,27.27%,75.00%,power; speed; brand,wattage; company; rated speed; manufacturer; product type; rpm; kilowatt; motor type,,0.18 kw; 750 rpm; marathon,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""0.18 kw"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""0.18 kw"", ""value_also_matches"": true}, {""normalized_key"": ""speed"", ""gt_key"": ""speed"", ""gt_value"": ""750 rpm"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""qmeans_key"": ""speed"", ""qmeans_value"": ""750 rpm"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""marathon"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""marathon"", ""value_also_matches"": true}]","[{""value"": ""0.18 kw"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""power""]}, {""value"": ""750 rpm"", ""gt_keys"": [{""key"": ""speed"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""rpm"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""rated_speed"", ""key_priority"": 3, ""attr_priority"": 4}], ""qmeans_keys"": [""speed""]}, {""value"": ""marathon"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Moving Magnetic Linear Motor,True,True,2,1,1,1,0,1,0,50.00%,0.00%,motor type,product type,,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""linear motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""linear"", ""value_also_matches"": false}]",[]
Abb Used Ac Motors,True,True,9,4,3,3,3,6,0,33.33%,75.00%,brand; condition; motor type,company; supply type; current type; product condition; manufacturer; product type,,abb; ac; used,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""abb"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""abb"", ""value_also_matches"": true}, {""normalized_key"": ""condition"", ""gt_key"": ""condition"", ""gt_value"": ""used"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""qmeans_key"": ""condition"", ""qmeans_value"": ""used"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""ac motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac"", ""value_also_matches"": false}]","[{""value"": ""abb"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""motor type""]}, {""value"": ""used"", ""gt_keys"": [{""key"": ""condition"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""product_condition"", ""key_priority"": 2, ""attr_priority"": 4}], ""qmeans_keys"": [""condition""]}]"
