query,success,key_count,raw_output,attributes_json
Industrial Electric Motor,True,1,"{""power source"": ""Industrial Electric Motor""}","{""power source"": ""Industrial Electric Motor""}"
High Speed Motor,True,2,"{""attribute"": ""High Speed"", ""power source"": ""Motor""}","{""attribute"": ""High Speed"", ""power source"": ""Motor""}"
"7.5 kw 10 hp havells induction motor, 1440 rpm",True,4,"{""power"": ""7.5 kw"", ""motor type"": ""induction motor, 1440"", ""brand"": ""havells"", ""horsepower"": ""10 hp""}","{""power"": ""7.5 kw"", ""motor type"": ""induction motor, 1440"", ""brand"": ""havells"", ""horsepower"": ""10 hp""}"
Industrial%20Motors,True,2,"{""power"": ""Industrial%"", ""type"": ""Motors""}","{""power"": ""Industrial%"", ""type"": ""Motors""}"
Industrial%20Electric Motor,True,2,"{""power"": ""Industrial%"", ""motor type"": ""Electric Motor""}","{""power"": ""Industrial%"", ""motor type"": ""Electric Motor""}"
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,True,4,"{""brand"": ""SIMOTICS"", ""part_number"": ""1FK7 1FK7"" , ""power"": ""1.2kW"", ""attribute"": ""MOTER""}","{""brand"": ""SIMOTICS"", ""part_number"": ""1FK7 1FK7"", ""power"": ""1.2kW"", ""attribute"": ""MOTER""}"
electric motorized actuator,True,2,"{""actuator"": ""electric motorized"", ""key_attributes"": null}","{""actuator"": ""electric motorized"", ""key_attributes"": null}"
armature of stanley sc-16,True,2,"{""part"": ""armature of"", ""sku"": ""sc-16""}","{""part"": ""armature of"", ""sku"": ""sc-16""}"
high power dc water motors project,True,3,"{""power"": ""high power"", ""type"": ""dc"", ""project"": ""water motors project""}","{""power"": ""high power"", ""type"": ""dc"", ""project"": ""water motors project""}"
high power dc water motors for project near badlapur,True,2,"{""power"": ""high power"", ""water source"": ""dc water motors for project near badlapuri""}","{""power"": ""high power"", ""water source"": ""dc water motors for project near badlapuri""}"
150HP 960 RPM ELECTRIC MOTOR,True,3,"{""motor"": ""ELECTRIC MOTOR"", ""speed"": ""960 RPM"", ""power"": ""150HP""}","{""motor"": ""ELECTRIC MOTOR"", ""speed"": ""960 RPM"", ""power"": ""150HP""}"
30HP 960 RPM ELECTRIC MOTOR,True,3,"{""motor"": ""ELECTRIC MOTOR"", ""speed"": ""960 RPM"", ""power"": ""30HP""}","{""motor"": ""ELECTRIC MOTOR"", ""speed"": ""960 RPM"", ""power"": ""30HP""}"
600 kg sliding gate motor,True,3,"{""gate type"": ""sliding gate"", ""weight"": ""600 kg"", ""power source"": ""motor""}","{""gate type"": ""sliding gate"", ""weight"": ""600 kg"", ""power source"": ""motor""}"
75HP Face Mounted Motor Marathon,False,0,"{""power"": ""75HP"", ""motor mounted face"", ""brand"": ""Marathon""}",
high power dc motors,True,2,"{""power"": ""high power"", ""type"": ""dc motors""}","{""power"": ""high power"", ""type"": ""dc motors""}"
Switch Reluctance Motor,True,1,"{""motor_type"": ""Switch Reluctance Motor""}","{""motor_type"": ""Switch Reluctance Motor""}"
Tower Fan Motor,True,2,"{""fan type"": ""Tower Fan"", ""power source"": ""Motor""}","{""fan type"": ""Tower Fan"", ""power source"": ""Motor""}"
315 KW 1450 RPM ELECTEIC MOTOR,True,3,"{""power"": ""315 KW"", ""speed"": ""1450 RPM"", ""motor type"": ""ELECTEIC MOTOR""}","{""power"": ""315 KW"", ""speed"": ""1450 RPM"", ""motor type"": ""ELECTEIC MOTOR""}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,True,4,"{""motor"": ""synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"" , ""attribute"": ""1FK7081-2BF71-1QB1""}","{""motor"": ""synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"", ""attribute"": ""1FK7081-2BF71-1QB1""}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,True,4,"{""motor"": ""synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"" , ""attribute"": ""1FK7081-2BF71-1RH1""}","{""motor"": ""synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"", ""attribute"": ""1FK7081-2BF71-1RH1""}"
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,True,6,"{""power"": ""1.5 KW"", ""motor type"": ""Sew Brake Motor"", ""phase"": ""three phase"", ""speed"": ""1440 rpm"", ""quantity"": ""1 piece"", ""hp"": ""1 hp (0.75 kv)""}","{""power"": ""1.5 KW"", ""motor type"": ""Sew Brake Motor"", ""phase"": ""three phase"", ""speed"": ""1440 rpm"", ""quantity"": ""1 piece"", ""hp"": ""1 hp (0.75 kv)""}"
3 HP 3 Phase Induction Motor 100%copper Winding,True,6,"{""material"": ""Copper"", ""power source"": ""Induction Motor"", ""motor power"": ""3 Phase"", ""winding type"": ""Winding"", ""percentage"": ""100%"", ""hp"": ""3 HP""}","{""material"": ""Copper"", ""power source"": ""Induction Motor"", ""motor power"": ""3 Phase"", ""winding type"": ""Winding"", ""percentage"": ""100%"", ""hp"": ""3 HP""}"
Refrigerator Motor,True,2,"{""power"": ""Motor"", ""type"": ""Refrigerator""}","{""power"": ""Motor"", ""type"": ""Refrigerator""}"
220hp 960 rpm ELECTRIC MOTOR,True,3,"{""power"": ""ELECTRIC MOTOR"", ""speed"": ""960 rpm"", ""horsepower"": ""220hp""}","{""power"": ""ELECTRIC MOTOR"", ""speed"": ""960 rpm"", ""horsepower"": ""220hp""}"
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,True,3,"{""motor"": ""synchronous motor"", ""brand/series"": ""SIMOTICS"", ""part number"": ""1FK7- 1FK871-3BC71-1QK""}","{""motor"": ""synchronous motor"", ""brand/series"": ""SIMOTICS"", ""part number"": ""1FK7- 1FK871-3BC71-1QK""}"
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,True,4,"{""motor"": ""Synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"" , ""attribute"": ""1FK7103-1RF1""}","{""motor"": ""Synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"", ""attribute"": ""1FK7103-1RF1""}"
Face Mounted Motor marathon 75hp,True,4,"{""motor"": ""Motor"", ""brand"": ""marathon"", ""mounting"": ""Face Mounted"", ""horsepower"": ""75hp""}","{""motor"": ""Motor"", ""brand"": ""marathon"", ""mounting"": ""Face Mounted"", ""horsepower"": ""75hp""}"
Solenoid Switches,True,1,"{""switch"": ""Solenoid Switches""}","{""switch"": ""Solenoid Switches""}"
Linear Motor,True,2,"{""type"": ""Linear"", ""power source"": ""Motor""}","{""type"": ""Linear"", ""power source"": ""Motor""}"
200KW Flange Induction Motor,True,3,"{""power"": ""200KW"", ""feature"": ""Flange"", ""motor type"": ""Induction Motor""}","{""power"": ""200KW"", ""feature"": ""Flange"", ""motor type"": ""Induction Motor""}"
valve positioner,True,1,"{""attribute"": ""valve positioner""}","{""attribute"": ""valve positioner""}"
rotex positioner,True,2,"{""attribute"": ""positioner"", ""brand/series"": ""rotex""}","{""attribute"": ""positioner"", ""brand/series"": ""rotex""}"
AC Slip Ring Induction Motor,True,1,"{""motor"": ""AC Slip Ring Induction Motor""}","{""motor"": ""AC Slip Ring Induction Motor""}"
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,False,0,"{""power"": ""Single Phase"", ""motor type"": ""Electric Motor"", ""voltage"": ""220-240v"", ""compressor air compressor"", ""horsepower"": ""4HP"", ""frequency"": ""50-60Hz""}",
Crompton  1.5HP 2800RPM  Foot Mounted Motor,True,5,"{""motor"": ""Motor"", ""speed"": ""2800RPM"", ""mounting"": ""Foot Mounted"", ""brand"": ""Crompton"", ""power"": ""1.5HP""}","{""motor"": ""Motor"", ""speed"": ""2800RPM"", ""mounting"": ""Foot Mounted"", ""brand"": ""Crompton"", ""power"": ""1.5HP""}"
Vending machine parts geair motor DC,True,2,"{""type"": ""Vending machine parts"", ""motor"": ""DC geair motor""}","{""type"": ""Vending machine parts"", ""motor"": ""DC geair motor""}"
15 hp motor,True,2,"{""power"": ""15 hp"", ""component"": ""motor""}","{""power"": ""15 hp"", ""component"": ""motor""}"
VSI motor,True,2,"{""motor"": ""VSI"", ""attribute"": null}","{""motor"": ""VSI"", ""attribute"": null}"
Indo Cooler Motor Silver line,True,3,"{""product_line"": ""Silver line"", ""attribute"": ""Motor"", ""cooler type"": ""Indo Cooler""}","{""product_line"": ""Silver line"", ""attribute"": ""Motor"", ""cooler type"": ""Indo Cooler""}"
motor for toto,True,2,"{""purpose"": ""for toto"", ""power source"": ""motor""}","{""purpose"": ""for toto"", ""power source"": ""motor""}"
"Motor Lamination V-4, 92-48-25 (R)",True,3,"{""attribute"": ""Lamination"", ""motor"": ""Motor"", ""part_number"": ""V-4, 92-36-25 (R)""}","{""attribute"": ""Lamination"", ""motor"": ""Motor"", ""part_number"": ""V-4, 92-36-25 (R)""}"
DANFOSS ACTUATOR AME435,True,3,"{""actuator"": ""ACTUATOR"", ""brand/supplier"": ""DANFOSS"", ""part_number"": ""AME435""}","{""actuator"": ""ACTUATOR"", ""brand/supplier"": ""DANFOSS"", ""part_number"": ""AME435""}"
grinding-motor,True,1,"{""process"": ""grinding-motor""}","{""process"": ""grinding-motor""}"
50 n 100 mm linear motor,True,3,"{""motor"": ""linear"", ""n value"": ""50 n"", ""size"": ""100 mm""}","{""motor"": ""linear"", ""n value"": ""50 n"", ""size"": ""100 mm""}"
Toy motor 3v,True,2,"{""motor"": ""Toy"", ""voltage"": ""3v""}","{""motor"": ""Toy"", ""voltage"": ""3v""}"
100 mm linear motor,True,2,"{""motor"": ""linear"", ""size"": ""100 mm""}","{""motor"": ""linear"", ""size"": ""100 mm""}"
Crompton Greaves 15HP 960RPM  Foot Mounted  Motor,True,5,"{""motor"": ""Motor"", ""speed"": ""960RPM"", ""mounting"": ""Foot Mounted"", ""horsepower"": ""15HP"", ""brand"": ""Crompton Greaves""}","{""motor"": ""Motor"", ""speed"": ""960RPM"", ""mounting"": ""Foot Mounted"", ""horsepower"": ""15HP"", ""brand"": ""Crompton Greaves""}"
Crompton  2HP  2800RPM Flange Floor  Mounted  Motor,True,4,"{""Flange"": ""Floor Mounted Motor"", ""Brand"": ""Crompton"", ""Speed"": ""2800RPM"", ""Power"": ""2HP""}","{""Flange"": ""Floor Mounted Motor"", ""Brand"": ""Crompton"", ""Speed"": ""2800RPM"", ""Power"": ""2HP""}"
solenoid switch parts,True,2,"{""type"": ""solenoid switch"", ""parts"": ""parts""}","{""type"": ""solenoid switch"", ""parts"": ""parts""}"
Crompton  1 HP Mini Sergeant Motor,True,3,"{""motor"": ""Mini Sergeant Motor"", ""brand"": ""Crompton"", ""power"": ""1 HP""}","{""motor"": ""Mini Sergeant Motor"", ""brand"": ""Crompton"", ""power"": ""1 HP""}"
1450 Rpm 1 Hp Motor Cg Make,True,3,"{""Make"": ""Cg"", ""Motor Power"": ""1 Hp Motor"", ""Speed"": ""1450 Rpm""}","{""Make"": ""Cg"", ""Motor Power"": ""1 Hp Motor"", ""Speed"": ""1450 Rpm""}"
"Motor Lamination V-4, 92.5-50-28",True,3,"{""attributes"": ""Lamination"", ""motor"": ""Motor"", ""part_number"": ""V-4, 92.75-50-28""}","{""attributes"": ""Lamination"", ""motor"": ""Motor"", ""part_number"": ""V-4, 92.75-50-28""}"
Crompton  3HP 1440RPM  Foot Cum Flange Motor,True,5,"{""motor"": ""Motor"", ""brand"": ""Crompton"", ""speed"": ""1440RPM"", ""power"": ""3HP"", ""part"": ""Foot Cum Flange""}","{""motor"": ""Motor"", ""brand"": ""Crompton"", ""speed"": ""1440RPM"", ""power"": ""3HP"", ""part"": ""Foot Cum Flange""}"
Stepper Motor Controller,True,1,"{""controller"": ""Stepper Motor Controller""}","{""controller"": ""Stepper Motor Controller""}"
kirloskar 10 hp 1440 rpm original motor,True,4,"{""rpm"": ""1440"", ""motor type"": ""original motor"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}","{""rpm"": ""1440"", ""motor type"": ""original motor"", ""brand"": ""kirloskar"", ""power"": ""10 hp""}"
Single Phase Flange Mounted,True,2,"{""phase"": ""Single Phase"", ""mounting type"": ""Flange Mounted""}","{""phase"": ""Single Phase"", ""mounting type"": ""Flange Mounted""}"
PANASONIC MOTOR,True,2,"{""brand"": ""PANASONIC"", ""power source"": ""MOTOR""}","{""brand"": ""PANASONIC"", ""power source"": ""MOTOR""}"
Worm Gearbox Motors,True,2,"{""gearbox"": ""Worm Gearbox"", ""power source"": ""Motors""}","{""gearbox"": ""Worm Gearbox"", ""power source"": ""Motors""}"
Piston Nebulizer Motor,True,3,"{""feature"": ""Piston"", ""device"": ""Nebulizer"", ""power source"": ""Motor""}","{""feature"": ""Piston"", ""device"": ""Nebulizer"", ""power source"": ""Motor""}"
"Motor Lamination V-6, 137-72-29",True,3,"{""motor"": ""Motor"", ""product type"": ""Lamination"", ""part number"": ""V-6, 13772-29""}","{""motor"": ""Motor"", ""product type"": ""Lamination"", ""part number"": ""V-6, 13772-29""}"
Crompton 2HP  Flange Mounted  Motor,True,4,"{""motor"": ""Motor"", ""flange mounted"": true, ""brand"": ""Crompton"", ""power"": ""2HP""}","{""motor"": ""Motor"", ""flange mounted"": true, ""brand"": ""Crompton"", ""power"": ""2HP""}"
mgm brake motors,True,2,"{""brand"": ""mgm"", ""feature"": ""brake motors""}","{""brand"": ""mgm"", ""feature"": ""brake motors""}"
Crompton Single Phase 0.5 HP Flange Motor,True,4,"{""power"": ""Single Phase"", ""motor type"": ""Flange Motor"", ""brand"": ""Crompton"", ""horsepower"": ""0.5 HP""}","{""power"": ""Single Phase"", ""motor type"": ""Flange Motor"", ""brand"": ""Crompton"", ""horsepower"": ""0.5 HP""}"
CG Make 1hp 1440 rpm Flange Mounted Brake Motor,True,4,"{""Make"": ""CG"", ""Power"": ""1hp"", ""Speed"": ""1440 rpm"", ""Mounting Type"": ""Flange Mounted Brake Motor""}","{""Make"": ""CG"", ""Power"": ""1hp"", ""Speed"": ""1440 rpm"", ""Mounting Type"": ""Flange Mounted Brake Motor""}"
200HP Abb Induction Motor,True,2,"{""motor"": ""ABB Induction Motor"", ""power"": ""200HP""}","{""motor"": ""ABB Induction Motor"", ""power"": ""200HP""}"
2800 rpm foot mounted abb electric motor,True,3,"{""motor"": ""abb electric motor"", ""mounting"": ""foot mounted"", ""speed"": ""2800 rpm""}","{""motor"": ""abb electric motor"", ""mounting"": ""foot mounted"", ""speed"": ""2800 rpm""}"
Flameproof Dol Starter,True,2,"{""feature"": ""Flameproof"", ""attribute"": ""Dol Starter""}","{""feature"": ""Flameproof"", ""attribute"": ""Dol Starter""}"
Micromotor,True,1,"{""motor"": ""Micromotor""}","{""motor"": ""Micromotor""}"
75 kw 100 hp induction motor,True,3,"{""power"": ""75 kw"", ""motor type"": ""induction motor"", ""hp"": ""100 hp""}","{""power"": ""75 kw"", ""motor type"": ""induction motor"", ""hp"": ""100 hp""}"
20hp Abb Induction Motor,True,2,"{""motor"": ""ABB Induction Motor"", ""power"": ""20hp""}","{""motor"": ""ABB Induction Motor"", ""power"": ""20hp""}"
0.25 HP 1440RPM  Ft  Single Phase Double Shaft Motor,True,4,"{""shafts"": ""Double Shaft"", ""motor power"": ""0.25 HP"", ""speed"": ""1440RPM Ft"", ""phase"": ""Single Phase""}","{""shafts"": ""Double Shaft"", ""motor power"": ""0.25 HP"", ""speed"": ""1440RPM Ft"", ""phase"": ""Single Phase""}"
Non Electric Motor,True,2,"{""power source"": ""Non Electric"", ""motor type"": ""Motor""}","{""power source"": ""Non Electric"", ""motor type"": ""Motor""}"
crompton greaves motor kv ka motor dikhlayiye,True,3,"{""motor"": ""kv ka motor"", ""brand"": ""crompton greaves"", ""attribute"": ""dikhlayiye""}","{""motor"": ""kv ka motor"", ""brand"": ""crompton greaves"", ""attribute"": ""dikhlayiye""}"
2800  rpm 4 foot  mounted abb electric motor,True,3,"{""motor"": ""abb electric motor"", ""size"": ""4 foot mounted"", ""speed"": ""2800 rpm""}","{""motor"": ""abb electric motor"", ""size"": ""4 foot mounted"", ""speed"": ""2800 rpm""}"
2800  rpm 4 abb electric motor,True,4,"{""motor"": ""electric motor"", ""speed"": ""2800 rpm"", ""attributes"": [""abb""], ""quantity"": ""4""}","{""motor"": ""electric motor"", ""speed"": ""2800 rpm"", ""attributes"": [""abb""], ""quantity"": ""4""}"
1 HP Texmo Taro Single Phase Motor Starter,True,4,"{""power"": ""1 HP"", ""motor type"": ""Single Phase Motor Starter"", ""brand/textile line"": ""Texmo"", ""product name"": ""Taro""}","{""power"": ""1 HP"", ""motor type"": ""Single Phase Motor Starter"", ""brand/textile line"": ""Texmo"", ""product name"": ""Taro""}"
Nebulizer Compressor Motor,True,2,"{""compressor"": ""Nebulizer"", ""power source"": ""Motor""}","{""compressor"": ""Nebulizer"", ""power source"": ""Motor""}"
0.75 KW Godrej 1158 1HP Electric Motor,True,5,"{""power"": ""0.75 KW"", ""brand"": ""Godrej"", ""motor type"": ""Electric Motor"", ""key value"": ""1158"", ""horsepower"": ""1HP""}","{""power"": ""0.75 KW"", ""brand"": ""Godrej"", ""motor type"": ""Electric Motor"", ""key value"": ""1158"", ""horsepower"": ""1HP""}"
gec 10 hp 960 rpm industrial motors,True,4,"{""brand"": ""gec"", ""power"": ""10 hp"", ""speed"": ""960 rpm"", ""type of motor"": ""industrial motors""}","{""brand"": ""gec"", ""power"": ""10 hp"", ""speed"": ""960 rpm"", ""type of motor"": ""industrial motors""}"
Linear Actuator Switch,True,2,"{""type"": ""Linear"", ""functionality"": ""Actuator Switch""}","{""type"": ""Linear"", ""functionality"": ""Actuator Switch""}"
730 Frame Slipring Induction Motor,True,3,"{""Frame"": ""Slipring"", ""Key Feature"": ""Induction Motor"", ""Value"": ""730""}","{""Frame"": ""Slipring"", ""Key Feature"": ""Induction Motor"", ""Value"": ""730""}"
noortepar manufacturing plant,True,2,"{""brand"": ""noortepar"", ""type of business"": ""manufacturing plant""}","{""brand"": ""noortepar"", ""type of business"": ""manufacturing plant""}"
TEFC Motor,True,1,"{""motor"": ""TEFC Motor""}","{""motor"": ""TEFC Motor""}"
1hp single phase ac motor,True,2,"{""power"": ""1hp"", ""motor type"": ""single phase ac motor""}","{""power"": ""1hp"", ""motor type"": ""single phase ac motor""}"
Motor Lamination V-3 70-41-22,True,4,"{""attribute"": ""Lamination"", ""motor"": ""Motor"", ""part_number"": ""V-3"", ""code"": ""70-41-2""}]}","{""attribute"": ""Lamination"", ""motor"": ""Motor"", ""part_number"": ""V-3"", ""code"": ""70-41-2""}"
screed vibrator motor,True,2,"{""motor"": ""screed vibrator"", ""attribute"": ""motor""}","{""motor"": ""screed vibrator"", ""attribute"": ""motor""}"
godrej lawkim motor lk 4250,True,3,"{""brand"": ""godrej"", ""motor"": ""lawkim motor"", ""part_number"": ""lk 4250""}","{""brand"": ""godrej"", ""motor"": ""lawkim motor"", ""part_number"": ""lk 4250""}"
Godrej Lawkim Motor LK-4250,True,4,"{""brand"": ""Godrej"", ""motor"": ""Motor"", ""product_code"": ""LK-4250"", ""attribute"": ""Lawkim""}","{""brand"": ""Godrej"", ""motor"": ""Motor"", ""product_code"": ""LK-4250"", ""attribute"": ""Lawkim""}"
ABB 200HP Induction Motor,True,3,"{""motor"": ""Induction Motor"", ""brand"": ""ABB"", ""power"": ""200HP""}","{""motor"": ""Induction Motor"", ""brand"": ""ABB"", ""power"": ""200HP""}"
High Voltage Closed Air Circuit Air Cooled TP Series Vertical Mounting Induction Motors,True,6,"{""Series"": ""TP Series"", ""Cooling Method"": ""Air Cooled"", ""Circuit Status"": ""Closed Air Circuit"", ""Voltage Rating"": ""High Voltage"", ""Drive System"": ""Induction Motors"", ""Mounting Type"": ""Vertical""}","{""Series"": ""TP Series"", ""Cooling Method"": ""Air Cooled"", ""Circuit Status"": ""Closed Air Circuit"", ""Voltage Rating"": ""High Voltage"", ""Drive System"": ""Induction Motors"", ""Mounting Type"": ""Vertical""}"
